StartTime;EndTime;HomeChannel;HomeTitle;HomeIcon;HomeAway;AwayChannel;AwayTitle;AwayIcon;ProgramDesc
20210420215500;20210421031000;2;D-backs @ Reds (00:40);https://upload.wikimedia.org/wikipedia/en/thumb/5/54/Arizona_Diamondbacks_logo_%28low_res%29.svg/1280px-Arizona_Diamondbacks_logo_%28low_res%29.svg.png;@;8;Reds vs D-backs (00:40);https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Cincinnati_Reds_Logo.svg/1920px-Cincinnati_Reds_Logo.svg.png;Live streaming of a night game (1/3 of the series) of the Arizona Diamondbacks at the Cincinnati Reds. First pitch is at 00:40. This game is played at Great American Ball Park on April 20, 2021
20210421031000;20210421215500;2;No streaming;https://upload.wikimedia.org/wikipedia/en/thumb/a/a6/Major_League_Baseball_logo.svg/1920px-Major_League_Baseball_logo.svg.png;;;;;At this time, there is no game available.
20210421215500;20210422031000;2;D-backs @ Reds (00:40);https://upload.wikimedia.org/wikipedia/en/thumb/5/54/Arizona_Diamondbacks_logo_%28low_res%29.svg/1280px-Arizona_Diamondbacks_logo_%28low_res%29.svg.png;@;8;Reds vs D-backs (00:40);https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Cincinnati_Reds_Logo.svg/1920px-Cincinnati_Reds_Logo.svg.png;Live streaming of a night game (2/3 of the series) of the Arizona Diamondbacks at the Cincinnati Reds. First pitch is at 00:40. This game is played at Great American Ball Park on April 21, 2021
20210422031000;20210422155000;2;No streaming;https://upload.wikimedia.org/wikipedia/en/thumb/a/a6/Major_League_Baseball_logo.svg/1920px-Major_League_Baseball_logo.svg.png;;;;;At this time, there is no game available.
20210422155000;20210422210500;2;D-backs @ Reds (18:35);https://upload.wikimedia.org/wikipedia/en/thumb/5/54/Arizona_Diamondbacks_logo_%28low_res%29.svg/1280px-Arizona_Diamondbacks_logo_%28low_res%29.svg.png;@;8;Reds vs D-backs (18:35);https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Cincinnati_Reds_Logo.svg/1920px-Cincinnati_Reds_Logo.svg.png;Live streaming of a day game (3/3 of the series) of the Arizona Diamondbacks at the Cincinnati Reds. First pitch is at 18:35. This game is played at Great American Ball Park on April 22, 2021
20210422210500;20210423223500;2;No streaming;https://upload.wikimedia.org/wikipedia/en/thumb/a/a6/Major_League_Baseball_logo.svg/1920px-Major_League_Baseball_logo.svg.png;;;;;At this time, there is no game available.
20210423223500;20210424035000;2;D-backs @ Braves (01:20);https://upload.wikimedia.org/wikipedia/en/thumb/5/54/Arizona_Diamondbacks_logo_%28low_res%29.svg/1280px-Arizona_Diamondbacks_logo_%28low_res%29.svg.png;@;3;Braves vs D-backs (01:20);https://upload.wikimedia.org/wikipedia/en/thumb/f/f2/Atlanta_Braves.svg/1920px-Atlanta_Braves.svg.png;Live streaming of a night game (1/3 of the series) of the Arizona Diamondbacks at the Atlanta Braves. First pitch is at 01:20. This game is played at Truist Park on April 23, 2021
20210424035000;20210424223500;2;No streaming;https://upload.wikimedia.org/wikipedia/en/thumb/a/a6/Major_League_Baseball_logo.svg/1920px-Major_League_Baseball_logo.svg.png;;;;;At this time, there is no game available.
20210424223500;20210425035000;2;D-backs @ Braves (01:20);https://upload.wikimedia.org/wikipedia/en/thumb/5/54/Arizona_Diamondbacks_logo_%28low_res%29.svg/1280px-Arizona_Diamondbacks_logo_%28low_res%29.svg.png;@;3;Braves vs D-backs (01:20);https://upload.wikimedia.org/wikipedia/en/thumb/f/f2/Atlanta_Braves.svg/1920px-Atlanta_Braves.svg.png;Live streaming of a night game (2/3 of the series) of the Arizona Diamondbacks at the Atlanta Braves. First pitch is at 01:20. This game is played at Truist Park on April 24, 2021
20210425035000;20210425163500;2;No streaming;https://upload.wikimedia.org/wikipedia/en/thumb/a/a6/Major_League_Baseball_logo.svg/1920px-Major_League_Baseball_logo.svg.png;;;;;At this time, there is no game available.
20210425163500;20210425215000;2;D-backs @ Braves (19:20);https://upload.wikimedia.org/wikipedia/en/thumb/5/54/Arizona_Diamondbacks_logo_%28low_res%29.svg/1280px-Arizona_Diamondbacks_logo_%28low_res%29.svg.png;@;3;Braves vs D-backs (19:20);https://upload.wikimedia.org/wikipedia/en/thumb/f/f2/Atlanta_Braves.svg/1920px-Atlanta_Braves.svg.png;Live streaming of a day game (3/3 of the series) of the Arizona Diamondbacks at the Atlanta Braves. First pitch is at 19:20. This game is played at Truist Park on April 25, 2021
20210425215000;20210428005500;2;No streaming;https://upload.wikimedia.org/wikipedia/en/thumb/a/a6/Major_League_Baseball_logo.svg/1920px-Major_League_Baseball_logo.svg.png;;;;;At this time, there is no game available.
20210428005500;20210428061000;2;D-backs vs Padres (03:40);https://upload.wikimedia.org/wikipedia/en/thumb/5/54/Arizona_Diamondbacks_logo_%28low_res%29.svg/1280px-Arizona_Diamondbacks_logo_%28low_res%29.svg.png;;23;Padres @ D-backs (03:40);https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/SD_Logo_Brown.svg/800px-SD_Logo_Brown.svg.png;Live streaming of a night game (1/2 of the series) of the San Diego Padres at the Arizona Diamondbacks. First pitch is at 03:40. This game is played at Chase Field on April 27, 2021
20210428061000;20210429005500;2;No streaming;https://upload.wikimedia.org/wikipedia/en/thumb/a/a6/Major_League_Baseball_logo.svg/1920px-Major_League_Baseball_logo.svg.png;;;;;At this time, there is no game available.
20210429005500;20210429061000;2;D-backs vs Padres (03:40);https://upload.wikimedia.org/wikipedia/en/thumb/5/54/Arizona_Diamondbacks_logo_%28low_res%29.svg/1280px-Arizona_Diamondbacks_logo_%28low_res%29.svg.png;;23;Padres @ D-backs (03:40);https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/SD_Logo_Brown.svg/800px-SD_Logo_Brown.svg.png;Live streaming of a night game (2/2 of the series) of the San Diego Padres at the Arizona Diamondbacks. First pitch is at 03:40. This game is played at Chase Field on April 28, 2021
20210429061000;20210430005500;2;No streaming;https://upload.wikimedia.org/wikipedia/en/thumb/a/a6/Major_League_Baseball_logo.svg/1920px-Major_League_Baseball_logo.svg.png;;;;;At this time, there is no game available.
20210430005500;20210430061000;2;D-backs vs Rockies (03:40);https://upload.wikimedia.org/wikipedia/en/thumb/5/54/Arizona_Diamondbacks_logo_%28low_res%29.svg/1280px-Arizona_Diamondbacks_logo_%28low_res%29.svg.png;;10;Rockies @ D-backs (03:40);https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Colorado_Rockies_logo.svg/800px-Colorado_Rockies_logo.svg.png;Live streaming of a night game (1/4 of the series) of the Colorado Rockies at the Arizona Diamondbacks. First pitch is at 03:40. This game is played at Chase Field on April 29, 2021
20210430061000;20210501000000;2;No streaming;https://upload.wikimedia.org/wikipedia/en/thumb/a/a6/Major_League_Baseball_logo.svg/1920px-Major_League_Baseball_logo.svg.png;;;;;At this time, there is no game available.
20210417000000;20210417173500;3;No streaming;https://upload.wikimedia.org/wikipedia/en/thumb/a/a6/Major_League_Baseball_logo.svg/1920px-Major_League_Baseball_logo.svg.png;;;;;At this time, there is no game available.
20210417173500;20210417225000;3;Braves @ Cubs (20:20);https://upload.wikimedia.org/wikipedia/en/thumb/f/f2/Atlanta_Braves.svg/1920px-Atlanta_Braves.svg.png;@;6;Cubs vs Braves (20:20);https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Chicago_Cubs_logo.svg/1024px-Chicago_Cubs_logo.svg.png;Live streaming of a day game (2/3 of the series) of the Atlanta Braves at the Chicago Cubs. First pitch is at 20:20. This game is played at Wrigley Field on April 17, 2021
20210417225000;20210418222300;3;No streaming;https://upload.wikimedia.org/wikipedia/en/thumb/a/a6/Major_League_Baseball_logo.svg/1920px-Major_League_Baseball_logo.svg.png;;;;;At this time, there is no game available.
20210418222300;20210419033800;3;Braves @ Cubs (01:08);https://upload.wikimedia.org/wikipedia/en/thumb/f/f2/Atlanta_Braves.svg/1920px-Atlanta_Braves.svg.png;@;6;Cubs vs Braves (01:08);https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Chicago_Cubs_logo.svg/1024px-Chicago_Cubs_logo.svg.png;Live streaming of a night game (3/3 of the series) of the Atlanta Braves at the Chicago Cubs. First pitch is at 01:08. This game is played at Wrigley Field on April 18, 2021
20210419033800;20210420215000;3;No streaming;https://upload.wikimedia.org/wikipedia/en/thumb/a/a6/Major_League_Baseball_logo.svg/1920px-Major_League_Baseball_logo.svg.png;;;;;At this time, there is no game available.
20210420215000;20210421030500;3;Braves @ Yankees (00:35);https://upload.wikimedia.org/wikipedia/en/thumb/f/f2/Atlanta_Braves.svg/1920px-Atlanta_Braves.svg.png;@;19;Yankees vs Braves (00:35);https://upload.wikimedia.org/wikipedia/en/thumb/2/25/NewYorkYankees_PrimaryLogo.svg/800px-NewYorkYankees_PrimaryLogo.svg.png;Live streaming of a night game (1/2 of the series) of the Atlanta Braves at the New York Yankees. First pitch is at 00:35. This game is played at Yankee Stadium on April 20, 2021
20210421030500;20210421215000;3;No streaming;https://upload.wikimedia.org/wikipedia/en/thumb/a/a6/Major_League_Baseball_logo.svg/1920px-Major_League_Baseball_logo.svg.png;;;;;At this time, there is no game available.
20210421215000;20210422030500;3;Braves @ Yankees (00:35);https://upload.wikimedia.org/wikipedia/en/thumb/f/f2/Atlanta_Braves.svg/1920px-Atlanta_Braves.svg.png;@;19;Yankees vs Braves (00:35);https://upload.wikimedia.org/wikipedia/en/thumb/2/25/NewYorkYankees_PrimaryLogo.svg/800px-NewYorkYankees_PrimaryLogo.svg.png;Live streaming of a night game (2/2 of the series) of the Atlanta Braves at the New York Yankees. First pitch is at 00:35. This game is played at Yankee Stadium on April 21, 2021
20210422030500;20210423223500;3;No streaming;https://upload.wikimedia.org/wikipedia/en/thumb/a/a6/Major_League_Baseball_logo.svg/1920px-Major_League_Baseball_logo.svg.png;;;;;At this time, there is no game available.
20210423223500;20210424035000;3;Braves vs D-backs (01:20);https://upload.wikimedia.org/wikipedia/en/thumb/f/f2/Atlanta_Braves.svg/1920px-Atlanta_Braves.svg.png;;2;D-backs @ Braves (01:20);https://upload.wikimedia.org/wikipedia/en/thumb/5/54/Arizona_Diamondbacks_logo_%28low_res%29.svg/1280px-Arizona_Diamondbacks_logo_%28low_res%29.svg.png;Live streaming of a night game (1/3 of the series) of the Arizona Diamondbacks at the Atlanta Braves. First pitch is at 01:20. This game is played at Truist Park on April 23, 2021
20210424035000;20210424223500;3;No streaming;https://upload.wikimedia.org/wikipedia/en/thumb/a/a6/Major_League_Baseball_logo.svg/1920px-Major_League_Baseball_logo.svg.png;;;;;At this time, there is no game available.
20210424223500;20210425035000;3;Braves vs D-backs (01:20);https://upload.wikimedia.org/wikipedia/en/thumb/f/f2/Atlanta_Braves.svg/1920px-Atlanta_Braves.svg.png;;2;D-backs @ Braves (01:20);https://upload.wikimedia.org/wikipedia/en/thumb/5/54/Arizona_Diamondbacks_logo_%28low_res%29.svg/1280px-Arizona_Diamondbacks_logo_%28low_res%29.svg.png;Live streaming of a night game (2/3 of the series) of the Arizona Diamondbacks at the Atlanta Braves. First pitch is at 01:20. This game is played at Truist Park on April 24, 2021
20210425035000;20210425163500;3;No streaming;https://upload.wikimedia.org/wikipedia/en/thumb/a/a6/Major_League_Baseball_logo.svg/1920px-Major_League_Baseball_logo.svg.png;;;;;At this time, there is no game available.
20210425163500;20210425215000;3;Braves vs D-backs (19:20);https://upload.wikimedia.org/wikipedia/en/thumb/f/f2/Atlanta_Braves.svg/1920px-Atlanta_Braves.svg.png;;2;D-backs @ Braves (19:20);https://upload.wikimedia.org/wikipedia/en/thumb/5/54/Arizona_Diamondbacks_logo_%28low_res%29.svg/1280px-Arizona_Diamondbacks_logo_%28low_res%29.svg.png;Live streaming of a day game (3/3 of the series) of the Arizona Diamondbacks at the Atlanta Braves. First pitch is at 19:20. This game is played at Truist Park on April 25, 2021
20210425215000;20210426222500;3;No streaming;https://upload.wikimedia.org/wikipedia/en/thumb/a/a6/Major_League_Baseball_logo.svg/1920px-Major_League_Baseball_logo.svg.png;;;;;At this time, there is no game available.
20210426222500;20210427034000;3;Braves vs Cubs (01:10);https://upload.wikimedia.org/wikipedia/en/thumb/f/f2/Atlanta_Braves.svg/1920px-Atlanta_Braves.svg.png;;6;Cubs @ Braves (01:10);https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Chicago_Cubs_logo.svg/1024px-Chicago_Cubs_logo.svg.png;Live streaming of a night game (1/4 of the series) of the Chicago Cubs at the Atlanta Braves. First pitch is at 01:10. This game is played at Truist Park on April 26, 2021
20210427034000;20210427223500;3;No streaming;https://upload.wikimedia.org/wikipedia/en/thumb/a/a6/Major_League_Baseball_logo.svg/1920px-Major_League_Baseball_logo.svg.png;;;;;At this time, there is no game available.
20210427223500;20210428035000;3;Braves vs Cubs (01:20);https://upload.wikimedia.org/wikipedia/en/thumb/f/f2/Atlanta_Braves.svg/1920px-Atlanta_Braves.svg.png;;6;Cubs @ Braves (01:20);https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Chicago_Cubs_logo.svg/1024px-Chicago_Cubs_logo.svg.png;Live streaming of a night game (2/4 of the series) of the Chicago Cubs at the Atlanta Braves. First pitch is at 01:20. This game is played at Truist Park on April 27, 2021
20210428035000;20210428223500;3;No streaming;https://upload.wikimedia.org/wikipedia/en/thumb/a/a6/Major_League_Baseball_logo.svg/1920px-Major_League_Baseball_logo.svg.png;;;;;At this time, there is no game available.
20210428223500;20210429035000;3;Braves vs Cubs (01:20);https://upload.wikimedia.org/wikipedia/en/thumb/f/f2/Atlanta_Braves.svg/1920px-Atlanta_Braves.svg.png;;6;Cubs @ Braves (01:20);https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Chicago_Cubs_logo.svg/1024px-Chicago_Cubs_logo.svg.png;Live streaming of a night game (3/4 of the series) of the Chicago Cubs at the Atlanta Braves. First pitch is at 01:20. This game is played at Truist Park on April 28, 2021
20210429035000;20210429223500;3;No streaming;https://upload.wikimedia.org/wikipedia/en/thumb/a/a6/Major_League_Baseball_logo.svg/1920px-Major_League_Baseball_logo.svg.png;;;;;At this time, there is no game available.
20210429223500;20210430035000;3;Braves vs Cubs (01:20);https://upload.wikimedia.org/wikipedia/en/thumb/f/f2/Atlanta_Braves.svg/1920px-Atlanta_Braves.svg.png;;6;Cubs @ Braves (01:20);https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Chicago_Cubs_logo.svg/1024px-Chicago_Cubs_logo.svg.png;Live streaming of a night game (4/4 of the series) of the Chicago Cubs at the Atlanta Braves. First pitch is at 01:20. This game is played at Truist Park on April 29, 2021
20210430035000;20210501000000;3;No streaming;https://upload.wikimedia.org/wikipedia/en/thumb/a/a6/Major_League_Baseball_logo.svg/1920px-Major_League_Baseball_logo.svg.png;;;;;At this time, there is no game available.
20210417000000;20210417222000;4;No streaming;https://upload.wikimedia.org/wikipedia/en/thumb/a/a6/Major_League_Baseball_logo.svg/1920px-Major_League_Baseball_logo.svg.png;;;;;At this time, there is no game available.
20210417222000;20210418033500;4;Orioles @ Rangers (01:05);https://upload.wikimedia.org/wikipedia/en/thumb/7/75/Baltimore_Orioles_cap.svg/1024px-Baltimore_Orioles_cap.svg.png;@;28;Rangers vs Orioles (01:05);https://upload.wikimedia.org/wikipedia/en/thumb/4/41/Texas_Rangers.svg/1024px-Texas_Rangers.svg.png;Live streaming of a night game (2/3 of the series) of the Baltimore Orioles at the Texas Rangers. First pitch is at 01:05. This game is played at Globe Life Field on April 17, 2021
20210418033500;20210418175000;4;No streaming;https://upload.wikimedia.org/wikipedia/en/thumb/a/a6/Major_League_Baseball_logo.svg/1920px-Major_League_Baseball_logo.svg.png;;;;;At this time, there is no game available.
20210418175000;20210418230500;4;Orioles @ Rangers (20:35);https://upload.wikimedia.org/wikipedia/en/thumb/7/75/Baltimore_Orioles_cap.svg/1024px-Baltimore_Orioles_cap.svg.png;@;28;Rangers vs Orioles (20:35);https://upload.wikimedia.org/wikipedia/en/thumb/4/41/Texas_Rangers.svg/1024px-Texas_Rangers.svg.png;Live streaming of a day game (3/3 of the series) of the Baltimore Orioles at the Texas Rangers. First pitch is at 20:35. This game is played at Globe Life Field on April 18, 2021
20210418230500;20210420215500;4;No streaming;https://upload.wikimedia.org/wikipedia/en/thumb/a/a6/Major_League_Baseball_logo.svg/1920px-Major_League_Baseball_logo.svg.png;;;;;At this time, there is no game available.
